"2013-05-11 0:26:6:0"	"@janiemvill"	1	"#DailyNBA Andrew Bynum will play against the Timberwolves on Monday night."
"2013-05-11 0:26:6:0"	"@YoMariThatsLife"	0	"#Harvey is done.  Now the design for Fiddler on the Roof begins.  Need a bunch of old barn board (Old weathered lumber)."
"2013-05-11 0:26:6:0"	"@drum_McClain"	1	"#Jobseekers. Think of your search as a journey that will take you on many turns and detours as you move toward your destination."
"2013-05-11 0:26:6:0"	"@yaddahyaddahya"	0	"#LRT is trending in #Cincinnati. I think it's time for some Light Rail Transit!"
"2013-05-11 0:26:6:0"	"@Tri_Praseno"	0	"#TheRace never gets old just like last year! Good luck guys! @TmarTn @IIJERiiCHOII @GoldGloveTV @MrErnestLe @Muzzafuzza"
"2013-05-11 0:26:6:0"	"@MixedMalikRyRe"	0	"#TuneIn Lil CasIron, Evil Twin, & Art-of-Fact - Ride Fly is NOW PLAYING on #GKRadio TuneIn RT"
"2013-05-11 0:26:6:0"	"@janec0bain"	0	"#aleagueoftheirown is puss funnyðŸ˜‚ðŸ˜‚"
"2013-05-11 0:26:6:0"	"@RuthHoran28"	0	"#np joel piper - smile"
"2013-05-11 0:26:6:0"	"@Mad_Lizz"	1	"#oomf said you wanna work things out , Uhh Bye Man ."
"2013-05-11 0:26:6:0"	"@emmmilyegan"	1	"& ima continue to do so until I drop , so carry on w the indirect bullshit!"
"2013-05-11 0:26:6:0"	"@DyreWolfy"	0	"' 6 more hours for 18 days of hell without yew. I cant handle this. ):"
"2013-05-11 0:26:6:0"	"@tiffyvasquez"	1	"'@MartysaurusRex: Monday Fucking Night Football. Only thing greater than the Fucking Catalina Wine Mixer.' Slowly becoming my fav NFL player"
"2013-05-11 0:26:6:0"	"@_SiennaRenee27"	0	"'@girlposts: have you ever eaten food just so no one else can have it' ALL THE TIME"
"2013-05-11 0:26:6:0"	"@_FearTheBull"	0	"'@sheilyn24: why does this girl think she's cute..' quit bein mean"
"2013-05-11 0:26:6:0"	"@TheRealestRetro"	1	"'You follow each other'.. I don't think so."
"2013-05-11 0:26:6:0"	"@madelinebridges"	0	"'a sea of tittes' lmao"
"2013-05-11 0:26:6:0"	"@DaveHCR"	1	"'you're stupid if you think the person you're talking to is only talking to you.' true talk...😩"
"2013-05-11 0:26:6:0"	"@__Taeashaa"	0	"(Actually it's cause the rhythms and intricacies of his work makes a better high)"
"2013-05-11 0:26:6:0"	"@tiadelfabbro"	0	"*cleans room... Next morning :*gets ready, room is messy again"
"2013-05-11 0:26:6:0"	"@HappyLilChappy"	0	"*passes out IM ceftriaxone and PO azithromycin to all local trade*"
"2013-05-11 0:26:6:0"	"@AgustinaSwaggy"	1	"- think twice before making friendships ."
"2013-05-11 0:26:6:0"	"@basedpotatoes"	1	".@erikjwhite Need to listen to core issue. Why do these ppl think splitting their land is their only option?"
"2013-05-11 0:26:6:0"	"@thedholland"	1	".@phinsspotlight Racial humor is fine...if it's actually funny and in jest. The quotes from Incognito are neither."
"2013-05-11 0:26:6:0"	"@giverockvato"	0	"//Go away pain."
"2013-05-11 0:26:6:0"	"@_seanmurphy"	1	"10 days till I go home"
"2013-05-11 0:26:6:0"	"@Devon_Gerber"	1	"4 RT @ThaAlmightyEric: Guess her body count ====> @TIMAtheRACER"
"2013-05-11 0:26:6:0"	"@dAMOStH8tEd1"	0	"4 hours of having a hunchback, hate art so much ðŸ˜¶âœ‹"
"2013-05-11 0:26:6:0"	"@SaraDzarrel"	1	"5 rules to live a happier life: 1) Love yourself. 2) Do good. 3) Always forgive. 4) Harm no one. 5) Be positive.'"
"2013-05-11 0:26:6:0"	"@Simply_Roxyxx"	1	"6:26 birthday tweet yooooo lol"
"2013-05-11 0:26:6:0"	"@Stilge24"	1	"7 hurry up plz"
"2013-05-11 0:26:6:0"	"@missibny"	1	"768 - you was real cool when I went to birney and you was funny ."
"2013-05-11 0:26:6:0"	"@_AyooKeke_"	1	"80% porn, 20% horror. That's like a Saturday night for me. ...and that's the last time I try to describe the plot of Hostel to anyone."
"2013-05-11 0:26:6:0"	"@FaithKnaus"	0	"@07MikeL07 Really.  You think the President of the United States is...Anti-American.  You're an unwashed dullard, bereft of credibility."
"2013-05-11 0:26:6:0"	"@AyyeSophia"	1	"@1Dupdategirls like what the hell his guys meets them all the time! Da fuck"
"2013-05-11 0:26:6:0"	"@_ditzyDOLL"	1	"@A_Legacy23 home, doing a project"
"2013-05-11 0:26:6:0"	"@YoBf_OnMyTeam"	0	"@Adi_Kuc Hell yeah smh"
"2013-05-11 0:26:6:0"	"@dah_real_lolo44"	0	"@AdrianKhawam hey scuzie do you know what time the Real Madrid VS Italy football game starts tomorrow??"
"2013-05-11 0:26:6:0"	"@luluulanddd"	1	"@AllMightyDarius Happy Birthday!"
"2013-05-11 0:26:6:0"	"@ericko_3"	1	"@Amanda_k82 @Moomoo1471 LOL, I think you got it about right! 1,2,3...on the blue ridged mountains of Virginia, on the....."
"2013-05-11 0:26:6:0"	"@glamrus2"	1	"@Amber_Renee_114   ya avi is model type. work it gorgeous >>"
"2013-05-11 0:26:6:0"	"@ohheyowanda"	1	"@AngeloisYEEZUS no, the preorder is just to pay it off before the drop. It won't sell out"
"2013-05-11 0:26:6:0"	"@Emsa123"	1	"@Are_iLY no I was gonna go after work but there was too much traffic"
"2013-05-11 0:26:6:0"	"@ToriMil97"	1	"@Ashley_Serlene ðŸ˜�? happy birthday !"
"2013-05-11 0:26:6:0"	"@sh3lbyl3igh"	0	"@AveTheGreat_9 hahaha sketch. I went to high school with that girl"
"2013-05-11 0:26:6:0"	"@labanilla21"	1	"@AyeeHo lol y'all funny. Y'all need to make one ."
"2013-05-11 0:26:6:0"	"@RudyyGs"	0	"@BBritni4  lol ight ill.be there.. And so dose my son... How old is gabe now and how have yall been?"
"2013-05-11 0:26:6:0"	"@AllEyesOn_Mani"	0	"@BIG__KELLZ at work I'm bout to dm you"
"2013-05-11 0:26:6:0"	"@WillyWhitby"	1	"@BackwardPawn - before she grabs her toothbrush, brushing her teeth thoroughly.] Our child may be sick on you quite a lot."
"2013-05-11 0:26:6:0"	"@amandarosyy"	0	"@BaileyJayShow trying to come up with ideas for the birthday card I'm making for Alan Moore."
"2013-05-11 0:26:6:0"	"@devin_vogel"	1	"@BarackObama A(^O^)Z.inside offering case final offering5.Japan sight big bitch ceiling always reflect only all his hell Japan story reality"
"2013-05-11 0:26:6:0"	"@brookeEhamilton"	1	"@BarackObama CORRECTION: No one deserves cancellation notices because of politics. #Obamacare"
"2013-05-11 0:26:6:0"	"@jintokki159"	0	"@BarackObama Working??? Funny, I keep getting the same blank screen when I try to view my eligibility.  Still no resolution. #ACA_FRUSTRATED"
"2013-05-11 0:26:6:0"	"@JasveerJagdev"	1	"@Ben_Marcella happy birthday bro!!"
"2013-05-11 0:26:6:0"	"@GabbyCee_"	1	"@BiggieDixon IM COMING HOME. TELL THE WORLD THAT IM COMING HOME. 🚘🚗"
"2013-05-11 0:26:6:0"	"@zoebrine"	1	"@BraceeFaceeKay whats funny?"
"2013-05-11 0:26:6:0"	"@jwdonten"	0	"@BuntKid24 the game is definitely worth it the online mode is crazy and addictive.i can't find anywhere that is is being released for PS4"
"2013-05-11 0:26:6:0"	"@caitjt"	0	"@Bush43Volunteer WHY, DO PEOPLE, ALWAYS, THINK THEY NEED TO TRICK AND DECIEVE, TO GET WHAT THEY WANT OUT OF LIFE? PEDIATRICS?"
